test,genotype,cross,plant_no,plot,year,loc,mg,fc,pb,md,yield,seed_weight,gs_gl,ht,det,ldg,ag_score,oil_dry_basis,protein_dry_basis
Plant Rows,N21-1970,Mx17-43,69,RM21-1970,2021,CLA,<5.3,P,G,52,1169.4,12.2,,,I,,5,22.18,41.44
Plant Rows,N21-1971,Mx17-43,81,RM21-1971,2021,CLA,<5.3,W,G,52,1087.4,15.3,,,I,,5,22.73,42.15
Plant Rows,N21-1972,Mx17-43,87,RM21-1972,2021,CLA,<5.3,P,G,52,676.4,14.7,,,I,,5,21.81,43.33
Plant Rows,N21-1973,Mx17-41,5,RM21-1973,2021,CLA,5.4-5.9,P,G,52,412,13.5,,,D,,4,23.3,41.77
Plant Rows,N21-1974,Mx17-41,6,RM21-1974,2021,CLA,5.4-5.9,W,G,52,1106.8,14,,,D,,4,22.82,42.49
Plant Rows,N21-1975,Mx17-41,13,RM21-1975,2021,CLA,5.4-5.9,P,G,52,1006,12.9,,,D,,3,22.02,41.22
Plant Rows,N21-1976,Mx17-41,21,RM21-1976,2021,CLA,5.4-5.9,W,G,52,989.5,14,,,D,,2,22.23,42.85
Plant Rows,N21-1977,Mx17-41,33,RM21-1977,2021,CLA,5.4-5.9,P,G,52,693.8,12.6,,,D,,4,21.61,44.93
Plant Rows,N21-1978,Mx17-41,44,RM21-1978,2021,CLA,5.4-5.9,,G,52,625,13.7,,,D,,3,22.28,44.47
Plant Rows,N21-1979,Mx17-41,55,RM21-1979,2021,CLA,5.4-5.9,W,G,52,965.5,14.9,,,D,,4,22.69,44.16
Plant Rows,N21-1980,Mx17-41,58,RM21-1980,2021,CLA,5.4-5.9,W,G,52,934.8,12.7,,,I,,4,21.96,41.89
Plant Rows,N21-1981,Mx17-41,61,RM21-1981,2021,CLA,5.4-5.9,W,G,52,995.2,11.9,,,I,,4,22.51,41.67
Plant Rows,N21-1982,Mx17-41,62,RM21-1982,2021,CLA,5.4-5.9,P,G,52,691.4,11.9,,,D,,4,21.64,43.9
Plant Rows,N21-1983,Mx17-41,65,RM21-1983,2021,CLA,5.4-5.9,P,G,52,443.5,13.1,,,D,,4,21.29,44.15
Plant Rows,N21-1984,Mx17-41,69,RM21-1984,2021,CLA,5.4-5.9,P,G,52,498.9,12.7,,,D,,4,22.04,44.38
Plant Rows,N21-1985,Mx17-41,70,RM21-1985,2021,CLA,5.4-5.9,W,G,52,983,13.3,,,D,,4,22.08,42.42
Plant Rows,N21-1986,Mx17-41,73,RM21-1986,2021,CLA,5.4-5.9,W,G,52,565.3,13,,,D,,4,20.98,44.35
Plant Rows,N21-1987,Mx17-41,77,RM21-1987,2021,CLA,5.4-5.9,P,G,52,703.4,12.1,,,D,,5,22.81,41.67
Plant Rows,N21-1989,Mx17-41,87,RM21-1989,2021,CLA,5.4-5.9,,G,52,493.2,13.9,,,D,,4,21.79,46.61
Plant Rows,N21-1990,Mx17-42,12,RM21-1990,2021,CLA,5.4-5.9,P,T,52,865.5,15.6,,,D,,5,23.95,41
Plant Rows,N21-1991,Mx17-42,15,RM21-1991,2021,CLA,5.4-5.9,P,T,52,523.7,16.1,,,D,,4,23.22,41.05
Plant Rows,N21-1994,Mx17-42,28,RM21-1994,2021,CLA,5.4-5.9,P,G,52,892.7,16,,,D,,5,23.65,40.78
Plant Rows,N21-1995,Mx17-42,34,RM21-1995,2021,CLA,5.4-5.9,P,G,52,325,14.4,,,D,,3,23.47,43.29
Plant Rows,N21-1996,Mx17-42,36,RM21-1996,2021,CLA,5.4-5.9,P,G,52,450.7,14.6,,,D,,4,23.64,41.35
Plant Rows,N21-1997,Mx17-42,37,RM21-1997,2021,CLA,5.4-5.9,P,T,52,611.6,15.3,,,D,,5,23.51,44.61
Plant Rows,N21-1998,Mx17-42,38,RM21-1998,2021,CLA,5.4-5.9,P,T,52,271.1,12.8,,,D,,4,22.54,43.39
Plant Rows,N21-1999,Mx17-42,45,RM21-1999,2021,CLA,5.4-5.9,P,T,52,442,12.1,,,D,,4,22.67,43.41
Plant Rows,N21-2000,Mx17-42,47,RM21-2000,2021,CLA,5.4-5.9,P,T,52,1169.4,15.4,,,I,,4,23.12,42.87
Plant Rows,N21-2001,Mx17-42,58,RM21-2001,2021,CLA,5.4-5.9,P,T,52,655.9,17.6,,,D,,3,23.42,42.03
Plant Rows,N21-2002,Mx17-42,60,RM21-2002,2021,CLA,5.4-5.9,P,T,52,447.2,15.1,,,D,,4,22.78,43.56
Plant Rows,N21-2003,Mx17-42,61,RM21-2003,2021,CLA,5.4-5.9,P,T,52,276.3,13,,,D,,5,23.82,41.17
Plant Rows,N21-2004,Mx17-42,65,RM21-2004,2021,CLA,5.4-5.9,P,G,52,337.3,14.3,,,D,,5,22.89,44.01
Plant Rows,N21-2006,Mx17-42,72,RM21-2006,2021,CLA,5.4-5.9,P,T,52,357,12.9,,,D,,5,23.27,44.05
Plant Rows,N21-2007,Mx17-42,74,RM21-2007,2021,CLA,5.4-5.9,P,T,52,260,14.6,,,D,,4,23.03,41.41
Plant Rows,N21-2010,Mx17-43,18,RM21-2010,2021,CLA,5.4-5.9,P,G,56,393.1,15.9,,,D,,4,21.79,43.34
Plant Rows,N21-2011,Mx17-43,19,RM21-2011,2021,CLA,5.4-5.9,W,G,55,478.2,13.3,,,I,,5,21.1,43.72
Plant Rows,N21-2013,Mx17-43,29,RM21-2013,2021,CLA,5.4-5.9,W,G,52,310.9,11.1,,,D,,4,22.37,43.35
Plant Rows,N21-2014,Mx17-43,45,RM21-2014,2021,CLA,5.4-5.9,W,G,52,393.6,13.8,,,D,,4,22.95,45.18
Plant Rows,N21-2015,Mx17-43,51,RM21-2015,2021,CLA,5.4-5.9,W,G,55,249.9,13.1,,,D,,4,21.3,45.22
Plant Rows,N21-2016,Mx17-43,54,RM21-2016,2021,CLA,5.4-5.9,P,G,55,315.2,11.6,,,D,,4,22.25,43.7
Plant Rows,N21-2017,Mx17-43,59,RM21-2017,2021,CLA,5.4-5.9,P,G,55,377.7,12.6,,,D,,4,21.1,44.48
Plant Rows,N21-2018,Mx17-43,71,RM21-2018,2021,CLA,5.4-5.9,P,G,55,618.8,13.1,,,D,,4,21.51,43.33
Plant Rows,N21-2019,Mx17-43,77,RM21-2019,2021,CLA,5.4-5.9,P,G,52,675.8,12.3,,,I,,4,21.64,43.57
Plant Rows,N21-2020,Mx17-43,80,RM21-2020,2021,CLA,5.4-5.9,P,G,52,1107,13.6,,,D,,4,23.1,40.83
Plant Rows,N21-2021,Mx17-43,88,RM21-2021,2021,CLA,5.4-5.9,P,G,52,730.4,14.6,,,D,,4,22.28,41.8
Plant Rows,N21-2022,Mx17-43,94,RM21-2022,2021,CLA,5.4-5.9,P,G,52,763.9,12.9,,,D,,3,23.37,42.38
Plant Rows,N21-2023,Mx17-43,100,RM21-2023,2021,CLA,5.4-5.9,P,G,52,437.2,12.8,,,D,,4,22.5,42.72
Plant Rows,N21-2024,Mx17-41,8,RM21-2024,2021,CLA,6.0-6.5,S,T,58,760.1,13.2,,,D,,4,22.68,41.56
Plant Rows,N21-2025,Mx17-41,9,RM21-2025,2021,CLA,6.0-6.5,P,G,60,761.1,12.5,,,D,,3,21.83,43.48
Plant Rows,N21-2026,Mx17-41,11,RM21-2026,2021,CLA,6.0-6.5,S,T,57,964.1,11.9,,,D,,3,22.39,41.22
Plant Rows,N21-2027,Mx17-41,14,RM21-2027,2021,CLA,6.0-6.5,P,G,52,633,14.3,,,D,,5,22.4,44.09
Plant Rows,N21-2028,Mx17-41,26,RM21-2028,2021,CLA,6.0-6.5,W,G,52,368.8,12.5,,,D,,5,21.66,45.2
Plant Rows,N21-2029,Mx17-41,30,RM21-2029,2021,CLA,6.0-6.5,W,G,52,429.2,13.4,,,D,,5,21.71,45.43
Plant Rows,N21-2030,Mx17-41,34,RM21-2030,2021,CLA,6.0-6.5,P,T,59,698.1,12.2,,,D,,4,22.2,40.54
Plant Rows,N21-2031,Mx17-41,38,RM21-2031,2021,CLA,6.0-6.5,P,T,52,991.4,12.5,,,D,,3,22.68,41.04
Plant Rows,N21-2032,Mx17-41,41,RM21-2032,2021,CLA,6.0-6.5,P,G,52,348.3,11.1,,,D,,5,21.39,45.28
Plant Rows,N21-2033,Mx17-41,42,RM21-2033,2021,CLA,6.0-6.5,S,G,54,351.3,12.4,,,D,,5,21.71,43.89
Plant Rows,N21-2034,Mx17-41,50,RM21-2034,2021,CLA,6.0-6.5,W,G,54,658.4,13.5,,,D,,4,21.2,44.83
Plant Rows,N21-2035,Mx17-41,51,RM21-2035,2021,CLA,6.0-6.5,P,G,54,821.6,15.2,,,D,,4,22.03,42.78
Plant Rows,N21-2036,Mx17-41,67,RM21-2036,2021,CLA,6.0-6.5,W,G,54,1131.7,12.3,,,D,,3,22.25,42.24
Plant Rows,N21-2037,Mx17-41,78,RM21-2037,2021,CLA,6.0-6.5,W,G,60,941.6,11.3,,,D,,3,21.49,41.61
Plant Rows,N21-2038,Mx17-41,80,RM21-2038,2021,CLA,6.0-6.5,W,G,52,409.9,13.5,,,D,,5,21.74,43.18
Plant Rows,N21-2039,Mx17-41,81,RM21-2039,2021,CLA,6.0-6.5,P,G,52,704,13.2,,,D,,4,21.98,44.58
Plant Rows,N21-2040,Mx17-41,90,RM21-2040,2021,CLA,6.0-6.5,P,T,53,1441,12.3,,,I,,3,21.84,40.93
Plant Rows,N21-2041,Mx17-41,92,RM21-2041,2021,CLA,6.0-6.5,P,G,60,978,13.5,,,I,,3,21.71,40.66
Plant Rows,N21-2042,Mx17-41,97,RM21-2042,2021,CLA,6.0-6.5,P,G,60,934.2,13.1,,,I,,3,21.45,43.37
Plant Rows,N21-2043,Mx17-41,99,RM21-2043,2021,CLA,6.0-6.5,W,G,59,591.1,12.2,,,D,,4,21.57,43.86
Plant Rows,N21-2044,Mx17-42,1,RM21-2044,2021,CLA,6.0-6.5,P,G,52,632.4,15.3,,,D,,4,23.13,42.29
Plant Rows,N21-2045,Mx17-42,5,RM21-2045,2021,CLA,6.0-6.5,P,T,52,776.3,17.4,,,D,,2,22.86,41.31
Plant Rows,N21-2046,Mx17-42,11,RM21-2046,2021,CLA,6.0-6.5,P,T,52,1240.1,15.3,,,D,,2,23.9,39.11
Plant Rows,N21-2047,Mx17-42,12,RM21-2047,2021,CLA,6.0-6.5,P,T,52,637,16,,,D,,3,22.65,41.7
Plant Rows,N21-2048,Mx17-42,18,RM21-2048,2021,CLA,6.0-6.5,P,G,52,778.3,15,,,D,,4,23.09,43.2
Plant Rows,N21-2049,Mx17-42,20,RM21-2049,2021,CLA,6.0-6.5,P,G,52,784.3,16.6,,,D,,4,23.22,43.29
Plant Rows,N21-2050,Mx17-42,21,RM21-2050,2021,CLA,6.0-6.5,P,G,52,679.9,14.8,,,I,,4,21.77,42.8
Plant Rows,N21-2051,Mx17-42,22,RM21-2051,2021,CLA,6.0-6.5,P,G,52,964.3,19.3,,,D,,3,22.43,41.9
Plant Rows,N21-2052,Mx17-42,28,RM21-2052,2021,CLA,6.0-6.5,P,T,52,747.5,14.8,,,D,,3,23.97,42.01
Plant Rows,N21-2053,Mx17-42,30,RM21-2053,2021,CLA,6.0-6.5,P,T,53,913.3,18.1,,,D,,4,23.4,41.65
Plant Rows,N21-2054,Mx17-42,31,RM21-2054,2021,CLA,6.0-6.5,P,S,53,1130.9,18.3,,,D,,x,22.82,40.67
Plant Rows,N21-2055,Mx17-42,35,RM21-2055,2021,CLA,6.0-6.5,P,S,53,951.8,16,,,D,,x,22.17,44.09
Plant Rows,N21-2056,Mx17-42,37,RM21-2056,2021,CLA,6.0-6.5,P,G,55,1079.4,15.6,,,D,,3,23.09,40.98
Plant Rows,N21-2057,Mx17-42,39,RM21-2057,2021,CLA,6.0-6.5,P,T,52,655.9,15.4,,,D,,3,22.12,42.1
Plant Rows,N21-2058,Mx17-42,41,RM21-2058,2021,CLA,6.0-6.5,P,G,52,585.8,17.5,,,D,,4,21.29,45.31
Plant Rows,N21-2059,Mx17-42,43,RM21-2059,2021,CLA,6.0-6.5,P,T,55,662.2,16.2,,,D,,4,23.02,43.42
Plant Rows,N21-2060,Mx17-42,45,RM21-2060,2021,CLA,6.0-6.5,P,G,52,1129.5,17.2,,,D,,4,23.12,41.92
Plant Rows,N21-2061,Mx17-42,54,RM21-2061,2021,CLA,6.0-6.5,P,T,53,627.1,17.8,,,D,,4,23.16,40.43
Plant Rows,N21-2062,Mx17-42,56,RM21-2062,2021,CLA,6.0-6.5,P,T,54,794.7,18,,,I,,3,22.77,42.03
Plant Rows,N21-2063,Mx17-42,57,RM21-2063,2021,CLA,6.0-6.5,P,G,52,617.2,19.3,,,D,,4,23.28,41.86
Plant Rows,N21-2064,Mx17-42,66,RM21-2064,2021,CLA,6.0-6.5,P,G,52,690.6,18.3,,,D,,5,22.17,43.32
Plant Rows,N21-2065,Mx17-42,71,RM21-2065,2021,CLA,6.0-6.5,P,T,52,717.6,18.3,,,D,,4,23.42,42.84
Plant Rows,N21-2066,Mx17-43,9,RM21-2066,2021,CLA,6.0-6.5,P,G,52,1005,11.1,,,D,,2,22.75,40.92
Plant Rows,N21-2067,Mx17-43,12,RM21-2067,2021,CLA,6.0-6.5,P,G,52,1068.4,13.3,,,D,,2,22.41,42.05
Plant Rows,N21-2068,Mx17-43,19,RM21-2068,2021,CLA,6.0-6.5,P,G,52,927.9,11.3,,,D,,2,23.14,39.16
Plant Rows,N21-2069,Mx17-43,35,RM21-2069,2021,CLA,6.0-6.5,W,G,52,713.2,12.1,,,D,,2,21.53,41.27
Plant Rows,N21-2070,Mx17-43,43,RM21-2070,2021,CLA,6.0-6.5,W,G,52,817.1,11.6,,,D,,2,22.75,38.68
Plant Rows,N21-2077,Mx17-41,1,RM21-2077,2021,CLA,6.6-7.0,P,G,59,542.6,15.1,,,D,,5,22.29,39.56
Plant Rows,N21-2078,Mx17-41,8,RM21-2078,2021,CLA,6.6-7.0,P,G,60,519.4,14.3,,,D,,5,21.37,42.01
Plant Rows,N21-2079,Mx17-41,9,RM21-2079,2021,CLA,6.6-7.0,P,G,59,571.7,13.1,,,D,,4,21.85,43.15
Plant Rows,N21-2080,Mx17-41,15,RM21-2080,2021,CLA,6.6-7.0,W,G,60,877.9,13.9,,,D,,4,21.75,40.7
Plant Rows,N21-2081,Mx17-41,17,RM21-2081,2021,CLA,6.6-7.0,,G,60,489.1,13.7,,,I,,4,21.6,44.41
Plant Rows,N21-2082,Mx17-41,26,RM21-2082,2021,CLA,6.6-7.0,,G,59,464.7,13.9,,,I,,3,21.78,44.23
Plant Rows,N21-2083,Mx17-41,30,RM21-2083,2021,CLA,6.6-7.0,,G,60,428.1,11.6,,,I,,3,20.61,43.25
Plant Rows,N21-2084,Mx17-41,31,RM21-2084,2021,CLA,6.6-7.0,,G,60,432.9,11.6,,,I,,4,21,46.06
Plant Rows,N21-2085,Mx17-41,35,RM21-2085,2021,CLA,6.6-7.0,,G,60,458.9,13.2,,,I,,2,20.21,44.53
Plant Rows,N21-2086,Mx17-41,37,RM21-2086,2021,CLA,6.6-7.0,,G,58,530,12.3,,,D,,2,22.4,43.79
Plant Rows,N21-2087,Mx17-41,40,RM21-2087,2021,CLA,6.6-7.0,,G,58,559.7,12.3,,,D,,3,20.97,45.21
Plant Rows,N21-2089,Mx17-41,51,RM21-2089,2021,CLA,6.6-7.0,,G,55,507.3,12.7,,,I,,3,21.6,45.42
Plant Rows,N21-2090,Mx17-41,57,RM21-2090,2021,CLA,6.6-7.0,,G,60,466.5,13.4,,,I,,4,21.32,46.15
Plant Rows,N21-2091,Mx17-41,63,RM21-2091,2021,CLA,6.6-7.0,,G,57,1014.8,12.2,,,D,,3,21.75,41.56
Plant Rows,N21-2092,Mx17-41,65,RM21-2092,2021,CLA,6.6-7.0,,G,55,778.6,13.7,,,D,,3,21.27,44.17
Plant Rows,N21-2093,Mx17-41,66,RM21-2093,2021,CLA,6.6-7.0,,G,58,906.9,12.5,,,D,,3,21.82,43.19
Plant Rows,N21-2094,Mx17-41,68,RM21-2094,2021,CLA,6.6-7.0,,G,60,899.3,15.3,,,D,,3,22.07,44.02
Plant Rows,N21-2095,Mx17-41,70,RM21-2095,2021,CLA,6.6-7.0,,G,52,856.4,13,,,D,,3,22.07,43.78
Plant Rows,N21-2096,Mx17-41,72,RM21-2096,2021,CLA,6.6-7.0,,G,58,846.1,12,,,D,,3,21.46,43.41
Plant Rows,N21-2097,Mx17-41,74,RM21-2097,2021,CLA,6.6-7.0,,G,59,579,11.2,,,D,,3,21.64,43.81
Plant Rows,N21-2098,Mx17-41,75,RM21-2098,2021,CLA,6.6-7.0,,G,59,749.4,11.7,,,D,,3,21.06,44.77
Plant Rows,N21-2099,Mx17-41,77,RM21-2099,2021,CLA,6.6-7.0,,G,52,658.7,12.7,,,D,,3,21.56,44.71
Plant Rows,N21-2100,Mx17-41,79,RM21-2100,2021,CLA,6.6-7.0,,G,60,951.7,14.6,,,D,,3,22.23,42.58
Plant Rows,N21-2101,Mx17-41,82,RM21-2101,2021,CLA,6.6-7.0,,G,63,969,15.7,,,D,,3,21.94,41.94
Plant Rows,N21-2102,Mx17-42,1,RM21-2102,2021,CLA,6.6-7.0,,T,52,1138.6,15,,,D,,2,23.13,41.17
Plant Rows,N21-2103,Mx17-42,5,RM21-2103,2021,CLA,6.6-7.0,,G,52,986.7,15.9,,,D,,2,22.85,41.14
Plant Rows,N21-2104,Mx17-42,6,RM21-2104,2021,CLA,6.6-7.0,,G,52,1184.9,11.3,,,D,,2,22.8,40.15
Plant Rows,N21-2105,Mx17-42,9,RM21-2105,2021,CLA,6.6-7.0,,G,52,887.5,15.7,,,D,,2,22.14,42.84
Plant Rows,N21-2106,Mx17-43,2,RM21-2106,2021,CLA,6.6-7.0,,G,63,1278.4,11.5,,,D,,2,22.72,39.32
Plant Rows,N21-2107,Mx17-43,16,RM21-2107,2021,CLA,6.6-7.0,,G,63,1120.6,12.3,,,D,,2,21.69,41.76
Plant Rows,N21-2108,Mx17-43,17,RM21-2108,2021,CLA,6.6-7.0,,G,52,1005.8,11.6,,,D,,2,22.45,41.45
Plant Rows,N21-2109,Mx17-43,20,RM21-2109,2021,CLA,6.6-7.0,,G,63,881.2,12.8,,,D,,2,23.85,41.17
Plant Rows,N21-2110,Mx17-43,26,RM21-2110,2021,CLA,6.6-7.0,,G,55,1071.3,12.3,,,D,,2,21.51,40.5
Plant Rows,N21-2111,Mx17-43,27,RM21-2111,2021,CLA,6.6-7.0,,G,59,1336.4,11.9,,,I,,2,23.29,39.51
Plant Rows,N21-2112,Mx17-43,39,RM21-2112,2021,CLA,6.6-7.0,,G,57,1226.1,11.7,,,I,,2,22.26,39.79
Plant Rows,N21-2113,Mx17-43,44,RM21-2113,2021,CLA,6.6-7.0,,G,57,1097.4,11.5,,,D,,2,22,39.87
Plant Rows,N21-2114,Mx17-43,46,RM21-2114,2021,CLA,6.6-7.0,,G,57,961.2,12.2,,,D,,2,22.47,39.9
Plant Rows,N21-2115,Mx17-43,50,RM21-2115,2021,CLA,6.6-7.0,,G,54,1417.9,11.3,,,I,,2,23.26,40.07
Plant Rows,N21-2116,Mx17-43,53,RM21-2116,2021,CLA,6.6-7.0,,G,60,1000.8,13.5,,,I,,2,22.25,39.54
Plant Rows,N21-2117,Mx17-43,54,RM21-2117,2021,CLA,6.6-7.0,,G,60,944,13.1,,,I,,2,21.03,42.28
Plant Rows,N21-2118,Mx17-43,61,RM21-2118,2021,CLA,6.6-7.0,,G,0,794.2,14.2,,,I,,3,21.79,42.8
Plant Rows,N21-2119,Mx17-43,65,RM21-2119,2021,CLA,6.6-7.0,,G,55,1019.5,12.5,,,I,,2,22.63,42.3
Plant Rows,N21-2120,Mx17-43,68,RM21-2120,2021,CLA,6.6-7.0,,G,59,826.1,13.2,,,D,,2,21.61,40.93
Plant Rows,N21-2121,Mx17-43,69,RM21-2121,2021,CLA,6.6-7.0,,G,60,944.9,11.5,,,D,,2,22.53,40.03
Plant Rows,N21-2122,Mx17-43,80,RM21-2122,2021,CLA,6.6-7.0,,G,59,1258.5,12.3,,,D,,2,22.19,40.71
Plant Rows,N21-2123,Mx17-43,83,RM21-2123,2021,CLA,6.6-7.0,,G,62,910.4,12.3,,,D,,2,23.04,41.85
Plant Rows,N21-2126,N08-174,parent,RM21-2126,2021,CLA,6,P,G,52,1290.7,15.3,,,,,,22.76,41.51
Plant Rows,N21-2127,N16-1286,parent,RM21-2127,2021,CLA,6,W,G,53,570,12,,,,,,21.96,43.57
Plant Rows,N21-2128,N16-1296,parent,RM21-2128,2021,CLA,5,P,T,52,654.9,15,,,,,,23.38,41.94
